City,Country,IATA,Latitude,Longitude
Camiguin,Philippines,CGM,9.253520011901855,124.70700073242188
Cologne,Germany,CGN,50.8658981323,7.1427397728
Zhengzhou,China,CGO,34.519699096699995,113.841003418
Chittagong,Bangladesh,CGP,22.24959945678711,91.81330108642578
Changchun,China,CGQ,43.9962005615,125.684997559
Campo Grande,Brazil,CGR,-20.468700408900002,-54.6725006104
Cagayan de Oro City,Philippines,CGY,8.612203,124.456496
Chattanooga,United States,CHA,35.035301208496094,-85.20379638671875
Christchurch,New Zealand,CHC,-43.48939895629883,172.53199768066406
Chaoyang,China,CHG,41.538101,120.434998
Charlottesville VA,United States,CHO,38.13859939575195,-78.4529037475586
Chania,Greece,CHQ,35.531700134277344,24.149700164794922
Charleston,United States,CHS,32.89860153,-80.04049683
Changuinola,Panama,CHX,9.458962,-82.515062
Choiseul Bay,Solomon Islands,CHY,-6.711944,156.396111
Rome,Italy,CIA,41.7994,12.5949
Chico,United States,CIC,39.79539871,-121.8580017
Cedar Rapids,United States,CID,41.884700775146484,-91.71080017089844
Chifeng,China,CIF,42.23500061035156,118.90799713134766
Changzhi,China,CIH,36.247501,113.125999
Cobija,Bolivia,CIJ,-11.040399551400002,-68.7829971313
Chalkyitsik,United States,CIK,66.6449966431,-143.740005493
Chipata,Zambia,CIP,-13.558300018310547,32.58720016479492
Chimkent,Kazakhstan,CIT,42.364200592041016,69.47889709472656
Sault Ste Marie,United States,CIU,46.25080108642578,-84.47239685058594
Chiclayo,Peru,CIX,-6.787479877471924,-79.8281021118164
Comiso,Italy,CIY,36.994601,14.607182
Coari,Brazil,CIZ,-4.134059906005859,-63.132598876953125
Cajamarca,Peru,CJA,-7.1391801834106445,-78.4894027709961
Coimbatore,India,CJB,11.029999733,77.0434036255
Calama,Chile,CJC,-22.498199462890625,-68.90360260009766
Chongju,"Korea, Rep.",CJJ,36.717008,127.498741
Chitral,Pakistan,CJL,35.886600494384766,71.80059814453125
Chumphon,Thailand,CJM,10.711199760437012,99.36170196533203
Ciudad Juarez,Mexico,CJS,31.63610076904297,-106.42900085449219
Cheju,"Korea, Rep.",CJU,33.51129913330078,126.49299621582031
Clarksburg,United States,CKB,39.2966003418,-80.2281036377
Chongqing,China,CKG,29.719200134277344,106.64199829101562
Chokurdah,Russian Federation,CKH,70.62310028076172,147.90199279785156
Parauapebas,Brazil,CKS,-6.11527776718,-50.0013885498
Conakry,Guinea,CKY,9.57689,-13.612
Canakkale,Turkey,CKZ,40.1376991272,26.4267997742
Carlsbad,United States,CLD,33.12829971,-117.2799988
Cleveland,United States,CLE,41.4117012024,-81.8498001099
Cluj-napoca,Romania,CLJ,46.78519821166992,23.686199188232422
College Station,United States,CLL,30.58860016,-96.36380005
Port Angeles,United States,CLM,48.120201110839844,-123.5
Cali,Colombia,CLO,3.54322,-76.3816
Colima,Mexico,CLQ,19.277,-103.577002
Charlotte,United States,CLT,35.2140007019043,-80.94309997558594
Caldas Novas,Brazil,CLV,-17.725299835205,-48.607498168945
Calvi,France,CLY,42.5244444,8.7930556
Cunnamulla,Australia,CMA,-28.030000686645508,145.6219940185547
Colombo,Sri Lanka,CMB,7.180759906768799,79.88410186767578
Ciudad Del Carmen,Mexico,CME,18.65369987487793,-91.79900360107422
Corumba,Brazil,CMG,-19.0119438171,-57.6713905334
Columbus,United States,CMH,39.998001,-82.891899
Champaign,United States,CMI,40.03919983,-88.27809906
Casablanca,Morocco,CMN,33.36750030517578,-7.589970111846924
Kundiawa,Papua New Guinea,CMU,-6.024290084838867,144.9709930419922
Camaguey,Cuba,CMW,21.420299530029297,-77.84750366210938
Hancock,United States,CMX,47.168399810791016,-88.48909759521484
Constanta,Romania,CND,44.36220169067383,28.488300323486328
Belo Horizonte,Brazil,CNF,-19.62444305419922,-43.97194290161133
Cloncurry,Australia,CNJ,-20.668600082399998,140.503997803
Carlsbad,United States,CNM,32.337501525878906,-104.26300048828125
Neerlerit Inaat,Greenland,CNP,70.7431030273,-22.6504993439
Cairns,Australia,CNS,-16.885799408,145.755004883
Chiang Mai,Thailand,CNX,18.766799926799997,98.962600708
Moab,United States,CNY,38.75500107,-109.7549973
Cody,United States,COD,44.520198822,-109.024002075
Kochi,India,COK,10.152,76.401901
Cotonou,Benin,COO,6.357230186462402,2.384350061416626
Choibalsan,Mongolia,COQ,48.13570022583008,114.64600372314453
Cordoba,Argentina,COR,-31.323601,-64.208
Colorado Springs,United States,COS,38.805801,-104.700996
Columbia,United States,COU,38.81809997558594,-92.21959686279297
San Martin Des Andes,Argentina,CPC,-40.075401,-71.137299
Coober Pedy,Australia,CPD,-29.040000915527344,134.7209930419922
Campeche,Mexico,CPE,19.816799163800003,-90.5002975464
Copenhagen,Denmark,CPH,55.617900848389,12.656000137329
Copiapo,Chile,CPO,-27.2611999512,-70.7791976929
Casper,United States,CPR,42.908001,-106.463997
Cape Town,South Africa,CPT,-33.9648017883,18.6016998291
Campina Grande,Brazil,CPV,-7.26992,-35.8964
Culebra Island,Puerto Rico,CPX,18.313289,-65.304324
Craiova,Romania,CRA,44.31809997558594,23.888599395751953
Comodoro Rivadavia,Argentina,CRD,-45.7853,-67.4655
Colonel Hill,Bahamas,CRI,22.745599746699998,-74.1824035645
Angeles City,Philippines,CRK,15.186,120.559998
Charleroi,Belgium,CRL,50.459202,4.45382
Catarman,Philippines,CRM,12.502400398254395,124.63600158691406
Corpus Christi,United States,CRP,27.77039909362793,-97.5011978149414
Charleston,United States,CRW,38.37310028076172,-81.59320068359375
Columbus,United States,CSG,32.516300201416016,-84.93890380859375
Solovetsky Islands,Russian Federation,CSH,65.0299987793,35.7333335876
Cap Skiring,Senegal,CSK,12.39533,-16.748
Changcha,China,CSX,28.189199447599997,113.220001221
Cheboksary,Russian Federation,CSY,56.090301513671875,47.3473014831543
Catania,Italy,CTA,37.466801,15.0664
Catamarca,Argentina,CTC,-28.5956001282,-65.751701355
Cartagena,Colombia,CTG,10.4424,-75.513
Charlieville,Australia,CTL,-26.4132995605,146.261993408
Chetumal,Mexico,CTM,18.50469970703125,-88.32679748535156
Sapporo,Japan,CTS,42.77519989013672,141.69200134277344
Chengdu,China,CTU,30.578500747680664,103.9469985961914
Cucuta,Colombia,CUC,7.92757,-72.5115
Cuenca,Ecuador,CUE,-2.88947,-78.984398
Cuneo,Italy,CUF,44.547001,7.62322
Culiacan,Mexico,CUL,24.7644996643,-107.474998474
Cumana,Venezuela,CUM,10.450332641601562,-64.1304702758789
Cancun,Mexico,CUN,21.036500930800003,-86.8770980835
Coen,Australia,CUQ,-13.761133,143.113311
Willemstad,Netherlands Antilles,CUR,12.1889,-68.959801
Chihuahua,Mexico,CUU,28.702899932900003,-105.964996338
Cuzco,Peru,CUZ,-13.535699844400002,-71.9387969971
Cincinnati,United States,CVG,39.0488014221,-84.6678009033
Ciudad Victoria,Mexico,CVM,23.7033004761,-98.9564971924
Corvo,Portugal,CVU,39.671501,-31.1136
Wassau,United States,CWA,44.7775993347,-89.6668014526
Curitiba,Brazil,CWB,-25.5284996033,-49.1758003235
Cardiff,United Kingdom,CWL,51.39670181274414,-3.343329906463623
Cox's Bazar,Bangladesh,CXB,21.452199935913086,91.96389770507812
Vancouver,Canada,CXH,49.2943992615,-123.111000061
Kiritimati,Kiribati,CXI,1.9861600399017334,-157.35000610351562
Caxias Do Sul,Brazil,CXJ,-29.197099685699996,-51.1875
Nha Trang,Vietnam,CXR,11.998200416564941,109.21900177001953
Cayman Brac,Cayman Islands,CYB,19.687000274658203,-79.88279724121094
Chefornak,United States,CYF,60.1492004395,-164.285995483
Cayo Largo del Sur,Cuba,CYO,21.6165008545,-81.5459976196
Calbayog City,Philippines,CYP,12.072699546813965,124.54499816894531
Cheyenne,United States,CYS,41.15570068,-104.8119965
Cherskiy,Russian Federation,CYX,68.7406005859375,161.33799743652344
Cauayan,Philippines,CYZ,16.9298992157,121.752998352
Coro,Venezuela,CZE,11.41494369506836,-69.68090057373047
Constantine,Algeria,CZL,36.2760009765625,6.620389938354492
Cozumel,Mexico,CZM,20.52239990234375,-86.92559814453125
Cruzeiro do Sul,Brazil,CZS,-7.59990978241,-72.7695007324
Corozal,Colombia,CZU,9.33274,-75.2856
Changzhou,China,CZX,31.919701,119.778999
Daytona Beach,United States,DAB,29.179899,-81.058098
Dhaka,Bangladesh,DAC,23.843347,90.397783
Danang,Vietnam,DAD,16.043899536132812,108.1989974975586
Dallas,United States,DAL,32.847099,-96.851799
Dar Es Salaam,Tanzania,DAR,-6.87811,39.202599
Datong,China,DAT,40.060299,113.482002
Daru,Papua New Guinea,DAU,-9.08675956726,143.207992554
David,Panama,DAV,8.390999794006348,-82.43499755859375
Dazhou,China,DAX,31.1302,107.4295
Dayton,United States,DAY,39.902400970458984,-84.21939849853516
Dalbandin,Pakistan,DBA,28.878299713100002,64.3998031616
Dubbo,Australia,DBO,-32.2167015076,148.574996948
Dubuque IA,United States,DBQ,42.40200043,-90.70950317
Dubrovnik,Croatia,DBV,42.5614013671875,18.268199920654297
Washington,United States,DCA,38.8521,-77.037697
Castres,France,DCM,43.55630111694336,2.289180040359497
Derby,Australia,DCN,-17.5813999176,123.82800293
Daocheng,China,DCY,29.323056,100.053333
Dodge City,United States,DDC,37.76340103149414,-99.9655990600586
Dandong,China,DDG,40.0247,124.286003
Dera Ghazi Khan,Pakistan,DEA,29.961000442504883,70.48590087890625
Debrecen,Hungary,DEB,47.48889923095703,21.615299224853516
Decatur,United States,DEC,39.834598541259766,-88.8656997680664
Dehra Dun,India,DED,30.189699,78.180298
Yuzhno-Kurilsk,Russian Federation,DEE,43.9584007263,145.682998657
Dezful,Iran,DEF,32.434399,48.397598
Delhi,India,DEL,28.5665,77.103104
Denver,United States,DEN,39.861698150635,-104.672996521
Dallas-Fort Worth,United States,DFW,32.896801,-97.038002
Durango,Mexico,DGO,24.1242008209,-104.527999878
Dumaguete,Philippines,DGT,9.3337097168,123.300003052
Dhangarhi,Nepal,DHI,28.753299713134766,80.58190155029297
Kangra,India,DHM,32.16510009765625,76.26339721679688
Dothan,United States,DHN,31.321300506591797,-85.44960021972656
Mohanbari,India,DIB,27.4839000702,95.0168991089
Antsiranana,Madagascar,DIE,-12.34939956665039,49.29169845581055
Shangri-La,China,DIG,27.7936,99.6772
Dijon,France,DIJ,47.268902,5.09
Dickinson,United States,DIK,46.7974014282,-102.802001953
Dili,East Timor,DIL,-8.54640007019,125.526000977
Dienbienphu,Vietnam,DIN,21.3974990845,103.008003235
Dire Dawa,Ethiopia,DIR,9.624699592590332,41.85419845581055
Diu,India,DIU,20.71310043334961,70.92109680175781
Diyabakir,Turkey,DIY,37.893901825,40.201000213600004
Jambi,Indonesia,DJB,-1.6380200386047363,103.64399719238281
Djerba,Tunisia,DJE,33.875,10.775500297546387
Djanet,Algeria,DJG,24.292801,9.45244
Jayapura,Indonesia,DJJ,-2.5769500733,140.5160064698
Dakar,Senegal,DKR,14.739700317382812,-17.49020004272461
Douala,Cameroon,DLA,4.0060801506,9.719479560849999
Dalian,China,DLC,38.9656982421875,121.53900146484375
Dole,France,DLE,47.042686,5.435063
Dillingham,United States,DLG,59.04470062,-158.5050049
Duluth,United States,DLH,46.8420982361,-92.19360351559999
Dalat,Vietnam,DLI,11.75,108.366997
Dalaman,Turkey,DLM,36.7131004333,28.7924995422
Dali,China,DLU,25.649401,100.319
Dillon's Bay,Vanuatu,DLY,-18.7693996429,169.00100708
Dzhambul,Kazakhstan,DMB,42.853599548339844,71.30359649658203
Doomadgee,Australia,DMD,-17.9403,138.822006
Moscow,Russian Federation,DME,55.40879821777344,37.90629959106445
Bangkok,Thailand,DMK,13.9125995636,100.607002258
Dammam,Saudi Arabia,DMM,26.471200942993164,49.79790115356445
Dimapur,India,DMU,25.883899688699998,93.77110290530001
Dundee,United Kingdom,DND,56.45249938964844,-3.025830030441284
Dunhuang,China,DNH,40.16109848022461,94.80919647216797
Dnepropetrovsk,Ukraine,DNK,48.357200622558594,35.10060119628906
Dinard,France,DNR,48.58769989013672,-2.0799601078033447
Denizli,Turkey,DNZ,37.7855987549,29.7012996674
Dobo,Indonesia,DOB,-5.7722201347399995,134.212005615
Doha,Qatar,DOH,25.273056,51.608056
Donetsk,Ukraine,DOK,48.07360076904297,37.73970031738281
Deauville,France,DOL,49.3652992249,0.154305994511
Dominica,Dominica,DOM,15.547,-61.299999
Dourados,Brazil,DOU,-22.2019,-54.926601
Dongying,China,DOY,37.5085983276,118.788002014
Dipolog,Philippines,DPL,8.60198349877,123.341875076
Devonport,Australia,DPO,-41.1697006226,146.429992676
Denpasar,Indonesia,DPS,-8.7481698989868,115.16699981689
Daqing,China,DQA,46.7463888889,125.140555556
Deering,United States,DRG,66.0696029663,-162.76600647
Puntarenas,Costa Rica,DRK,8.71889019012,-83.6417007446
Durango,United States,DRO,37.1515007019,-107.753997803
Dresden,Germany,DRS,51.1328010559082,13.767200469970703
DHARAVANDHOO,Maldives,DRV,5.1561,73.1302
Darwin,Australia,DRW,-12.41469955444336,130.8769989013672
"Doncaster, Sheffield",United Kingdom,DSA,53.4805378105,-1.01065635681
Dera Ismael Khan,Pakistan,DSK,31.909400939941406,70.89659881591797
Des Moines,United States,DSM,41.534000396728516,-93.66310119628906
Dongsheng,China,DSN,39.49,109.861388889
Dortmund,Germany,DTM,51.51829910279999,7.61223983765
Detroit,United States,DTW,42.212398529052734,-83.35340118408203
Dublin,Ireland,DUB,53.421299,-6.27007
Dunedin,New Zealand,DUD,-45.9281005859375,170.197998046875
Du Bois,United States,DUJ,41.17829895,-78.8986969
Durban,South Africa,DUR,-29.6144444444,31.1197222222
Duesseldorf,Germany,DUS,51.289501,6.76678
Unalaska,United States,DUT,53.900100708,-166.544006348
Davao,Philippines,DVO,7.1255202293396,125.64600372314453
Dubai,United Arab Emirates,DWC,24.896356,55.161389
Dubai,United Arab Emirates,DXB,25.2527999878,55.3643989563
Dayong,China,DYG,29.1028,110.443001
Anadyr,Russian Federation,DYR,64.734902,177.740997
Dushanbe,Tajikistan,DYU,38.543300628699996,68.8249969482
Dzaoudzi,Mayotte,DZA,-12.804699897766113,45.28110122680664
Zhezkazgan,Kazakhstan,DZN,47.708302,67.733299
Sangafa,Vanuatu,EAE,-17.0902996063,168.343002319
Nejran,Saudi Arabia,EAM,17.611400604248047,44.4192008972168
San Sebastian,Spain,EAS,43.35649871826172,-1.7906099557876587
Wenatchee,United States,EAT,47.3988990784,-120.207000732
Eau Claire,United States,EAU,44.86579895019531,-91.48429870605469
Marina Di Campo,Italy,EBA,42.7603,10.2394
Entebbe,Uganda,EBB,0.042386,32.443501
El Bayadh,Algeria,EBH,33.721666666699996,1.0925
Esbjerg,Denmark,EBJ,55.525902,8.5534
Erbil,Iraq,EBL,36.23759841918945,43.963199615478516
St-Etienne,France,EBU,45.54059982299805,4.296390056610107
Nicosia,Cyprus,ECN,35.154701232910156,33.49610137939453
Panama City,United States,ECP,30.357106,-85.795414
Edinburgh,United Kingdom,EDI,55.95000076293945,-3.372499942779541
Eldoret,Kenya,EDL,0.4044579863548279,35.23889923095703
Balikesir Korfez,Turkey,EDO,39.554599762,27.0137996674
Pormpuraaw,Australia,EDR,-14.896451,141.60908
Eek,United States,EEK,60.21367264,-162.0438843
Keffallinia,Greece,EFL,38.12009811401367,20.500499725341797
Bergerac,France,EGC,44.82529830932617,0.5186110138893127
Vail,United States,EGE,39.64260101,-106.9179993
Sege,Solomon Islands,EGM,-8.578889846801758,157.87600708007812
Geneina,Sudan,EGN,13.48169994354248,22.467199325561523
Belgorod,Russian Federation,EGO,50.643798828125,36.5900993347168
Egilsstadir,Iceland,EGS,65.2833023071289,-14.401399612426758
Egegik,United States,EGX,58.1855010986,-157.375
Eindhoven,Netherlands,EIN,51.4500999451,5.37452983856
Tortola,British Virgin Islands,EIS,18.444799423217773,-64.54299926757812
Barrancabermeja,Colombia,EJA,7.02433,-73.8068
Wejh,Saudi Arabia,EJH,26.19860076904297,36.47639846801758
Elko,United States,EKO,40.82490158081055,-115.79199981689453
Shakhtyorsk,Russian Federation,EKS,49.1903,142.082993
Elcho Island,Australia,ELC,-12.019399642899998,135.570999146
El Dorado,United States,ELD,33.22100067138672,-92.81330108642578
El Fasher,Sudan,ELF,13.614899635314941,25.324600219726562
El Golea,Algeria,ELG,30.571300506591797,2.8595900535583496
North Eleuthera,Bahamas,ELH,25.474899292,-76.6835021973
Elim,United States,ELI,64.61470032,-162.2720032
Elmira,United States,ELM,42.1599006652832,-76.8916015625
El Paso,United States,ELP,31.80719948,-106.3779984
Gassim,Saudi Arabia,ELQ,26.302799224853516,43.77439880371094
East London,South Africa,ELS,-33.0355987549,27.825899124099998
Guemar,Algeria,ELU,33.5113983154,6.77679014206
East Midlands,United Kingdom,EMA,52.8311004639,-1.32806003094
Emerald,Australia,EMD,-23.5674991608,148.179000854
Emmonak,United States,EMK,62.78609848,-164.4909973
Kenai,United States,ENA,60.57310104370117,-151.2449951171875
Ende,Indonesia,ENE,-8.8492898941,121.661003113
Enshi,China,ENH,30.3202991486,109.48500061
Enugu,Nigeria,ENU,6.474269866943359,7.561960220336914
Yan'an,China,ENY,36.636902,109.554001
Medellin,Colombia,EOH,6.220549,-75.590582
Eday,United Kingdom,EOI,59.19060134887695,-2.7722198963165283
Esperance,Australia,EPR,-33.684399,121.822998
Esquel,Argentina,EQS,-42.908000946,-71.139503479
Erzincan,Turkey,ERC,39.7102012634,39.527000427199994
Erfurt,Germany,ERF,50.979801177978516,10.958100318908691
Erie,United States,ERI,42.0831270134,-80.1738667488
Erenhot,China,ERL,43.4225,112.096667
Erechim,Brazil,ERM,-27.66189956665039,-52.2682991027832
Eirunepe,Brazil,ERN,-6.639530181884766,-69.87979888916016
Windhoek,Namibia,ERS,-22.612199783325195,17.080400466918945
Erzurum,Turkey,ERZ,39.9565010071,41.17020034789999
Ankara,Turkey,ESB,40.128101348899996,32.995098114
Escanaba,United States,ESC,45.7226982117,-87.0936965942
Eastsound,United States,ESD,48.7081985474,-122.910003662
Elista,Russian Federation,ESL,46.3739013671875,44.33089828491211
Esmeraldas,Ecuador,ESM,0.9785190224647522,-79.62660217285156
Essadouira,Morocco,ESU,31.3974990845,-9.6816701889
Elat,Israel,ETH,29.56130027770996,34.96009826660156
Santa Rosa,Ecuador,ETR,-3.441986,-79.996957
Metz,France,ETZ,48.9821014404,6.25131988525
Eugene,United States,EUG,44.12459945678711,-123.21199798583984
El Aaiún,Western Sahara,EUN,27.151699,-13.2192
Oranjestad,Netherlands Antilles,EUX,17.49650001525879,-62.979400634765625
Harstad/Narvik,Norway,EVE,68.491302490234,16.678100585938
Sveg,Sweden,EVG,62.04779815673828,14.422900199890137
Yerevan,Armenia,EVN,40.1473007202,44.3959007263
Evansville,United States,EVV,38.0369987488,-87.5324020386
New Bedford,United States,EWB,41.67610168457031,-70.95690155029297
New Bern,United States,EWN,35.0730018616,-77.04290008539999
Newark,United States,EWR,40.692501068115234,-74.168701171875
Exeter,United Kingdom,EXT,50.73440170288086,-3.4138898849487305
Beloyarsky,Russian Federation,EYK,63.686901,66.698601
Yopal,Colombia,EYP,5.31911,-72.384
Key West,United States,EYW,24.556100845336914,-81.75959777832031
Buenos Aires,Argentina,EZE,-34.8222,-58.5358
Elazig,Turkey,EZS,38.6068992615,39.2914009094
Vagar,Faroe Islands,FAE,62.0635986328125,-7.277219772338867
Fairbanks,United States,FAI,64.81510162,-147.8560028
Faro,Portugal,FAO,37.0144004822,-7.96590995789
Fargo,United States,FAR,46.92070007324219,-96.81580352783203
Fresno,United States,FAT,36.77619934082031,-119.71800231933594
Fakarava,French Polynesia,FAV,-16.054100036621094,-145.65699768066406
Fayetteville,United States,FAY,34.9911994934082,-78.88030242919922
Lubumashi,Congo (Kinshasa),FBM,-11.5913000107,27.5308990479
Kalispell,United States,FCA,48.31050109863281,-114.25599670410156
Rome,Italy,FCO,41.8002778,12.2388889
Fort-de-france,Martinique,FDF,14.590999603271484,-61.00320053100586
Friedrichshafen,Germany,FDH,47.671298980699994,9.51148986816
Fergana,Uzbekistan,FEG,40.358798980699994,71.7450027466
Fernando Do Noronha,Brazil,FEN,-3.85493,-32.423302
Fes,Morocco,FEZ,33.9272994995,-4.977960109709999
Kinshasa,Congo (Kinshasa),FIH,-4.38575,15.4446
Fujeirah,United Arab Emirates,FJR,25.112199783325195,56.32400131225586
Karlsruhe/Baden-Baden,Germany,FKB,48.7793998718,8.08049964905
Kisangani,Congo (Kinshasa),FKI,0.481638997793,25.3379993439
Franklin,United States,FKL,41.3778991699,-79.8603973389
Fak Fak,Indonesia,FKQ,-2.9201900959014893,132.26699829101562
Fukushima,Japan,FKS,37.22740173339844,140.43099975585938
Florencia,Colombia,FLA,1.58919,-75.5644
Flagstaff,United States,FLG,35.13850021,-111.6709976
Fort Lauderdale,United States,FLL,26.072599,-80.152702
Florianopolis,Brazil,FLN,-27.670278549194336,-48.5525016784668
Florence,United States,FLO,34.18539810180664,-79.7238998413086
Florence,Italy,FLR,43.810001,11.2051
Flinders Island,Australia,FLS,-40.0917015076,147.992996216
Flores,Portugal,FLW,39.455299377441406,-31.131399154663086
Formosa,Argentina,FMA,-26.2127,-58.2281
Memmingen,Germany,FMM,47.988800048799995,10.2395000458
Farmington,United States,FMN,36.741199493399996,-108.230003357
Munster,Germany,FMO,52.134601593,7.68483018875
Freetown,Sierra Leone,FNA,8.61644,-13.1955
Funchal,Portugal,FNC,32.697899,-16.7745
Nimes,France,FNI,43.75740051269531,4.4163498878479
Pyongyang,North Korea,FNJ,39.224098,125.669998
Flint,United States,FNT,42.96540069580078,-83.74359893798828
Fuzhou,China,FOC,25.935100555419922,119.66300201416016
Topeka,United States,FOE,38.950901031499995,-95.66359710690001
La Fortuna/San Carlos,Costa Rica,FON,10.478,-84.634499
Fortaleza,Brazil,FOR,-3.776279926300049,-38.53260040283203
Freeport,Bahamas,FPO,26.5587005615,-78.695602417
Frankfurt,Germany,FRA,50.033333,8.570556
Friday Harbor,United States,FRD,48.5219993591,-123.024002075
Fera Island,Solomon Islands,FRE,-8.1075,159.576996
Floro,Norway,FRO,61.583599090576,5.0247201919556
Flores,Guatemala,FRS,16.913799285899998,-89.86640167239999
Bishkek,Kyrgyzstan,FRU,43.0612983704,74.4776000977
Francistown,Botswana,FRW,-21.15959930419922,27.47450065612793
Figari,France,FSC,41.5005989074707,9.097780227661133
Sioux Falls,United States,FSD,43.582000732400004,-96.741897583
Fort Smith,United States,FSM,35.33660125732422,-94.36740112304688
St.-pierre,Saint Pierre and Miquelon,FSP,46.762901306152344,-56.173099517822266
Futuna Island,Vanuatu,FTA,-19.516399383499998,170.231994629
El Calafate,Argentina,FTE,-50.2803,-72.053101
Tolagnaro,Madagascar,FTU,-25.03809928894043,46.95610046386719
Fuerteventura,Spain,FUE,28.452699661254883,-13.863800048828125
Fuyang,China,FUG,32.882157,115.734364
Fukue,Japan,FUJ,32.66630172729492,128.83299255371094
Fukuoka,Japan,FUK,33.585899353027344,130.4510040283203
Funafuti,Tuvalu,FUN,-8.525,179.195999
Foshan,China,FUO,23.083299636799996,113.069999695
Futuna Island,Wallis and Futuna,FUT,-14.3114004135,-178.065994263
Fort Wayne,United States,FWA,40.97850037,-85.19509888
Fort Yukon,United States,FYU,66.57150268554688,-145.25
Gabes,Tunisia,GAE,33.87689971923828,10.103300094604492
Gafsa,Tunisia,GAF,34.422000885009766,8.822500228881836
Yamagata,Japan,GAJ,38.411899566699994,140.371002197
Galena,United States,GAL,64.73619843,-156.9369965
Gambell,United States,GAM,63.76679992675781,-171.73300170898438
Gan Island,Maldives,GAN,-0.693342,73.155602
Guantanamo,Cuba,GAO,20.08530044555664,-75.1583023071289
Guwahati,India,GAU,26.10610008239746,91.58589935302734
Qabala,Azerbaijan,GBB,40.826667,47.7125
Gaberone,Botswana,GBE,-24.555201,25.9182
Gorgan,Iran,GBT,36.909400939899996,54.4012985229
Gillette,United States,GCC,44.348899841299996,-105.539001465
Gachsaran,Iran,GCH,30.337600708,50.827999115
Guernsey,Guernsey,GCI,49.435001373291016,-2.6019699573516846
Garden City,United States,GCK,37.9275016785,-100.723999023
Georgetown,Cayman Islands,GCM,19.292800903299998,-81.3576965332
Grand Canyon,United States,GCN,35.95240020751953,-112.14700317382812
Gode,Ethiopia,GDE,5.93513011932,43.5786018372
Guadalajara,Mexico,GDL,20.521799087524414,-103.31099700927734
Gdansk,Poland,GDN,54.377601623535156,18.46619987487793
Gondar,Ethiopia,GDQ,12.51990032196045,37.433998107910156
Cockburn Town,Turks and Caicos Islands,GDT,21.444499969482422,-71.14230346679688
Glendive,United States,GDV,47.13869858,-104.8069992
Magadan,Russian Federation,GDX,59.9109992980957,150.72000122070312
Gelendzhik,Russian Federation,GDZ,44.5820926295,38.0124807358
Noumea,New Caledonia,GEA,-22.25830078125,166.47300720214844
Spokane,United States,GEG,47.61989974975586,-117.53399658203125
Santo Angelo,Brazil,GEL,-28.2817,-54.169102
Georgetown,Guyana,GEO,6.498549938201904,-58.25410079956055
Romblon,Philippines,GES,6.05800008774,125.096000671
Geraldton,Australia,GET,-28.796101,114.707001
Gallivare,Sweden,GEV,67.13240051269531,20.814599990844727
Griffith,Australia,GFF,-34.2508010864,146.067001343
Grand Forks,United States,GFK,47.949299,-97.176102
Grafton,Australia,GFN,-29.7593994140625,153.02999877929688
Longview,United States,GGG,32.38399887084961,-94.71150207519531
Great Exuma,Bahamas,GGT,23.5625991821,-75.8779983521
Glasgow,United States,GGW,48.212502,-106.614998
Ghardaia,Algeria,GHA,32.38410186767578,3.794110059738159
Governor's Harbor,Bahamas,GHB,25.2847003937,-76.3310012817
Ghat,Libya,GHT,25.1455993652,10.142600059500001
Gibraltar,Gibraltar,GIB,36.1511993408,-5.3496599197400005
Rio De Janeiro,Brazil,GIG,-22.8099994659,-43.2505569458
Gilgit,Pakistan,GIL,35.918800354003906,74.33360290527344
Gisborne,New Zealand,GIS,-38.663299560546875,177.97799682617188
Sigiriya,Sri Lanka,GIU,7.956669807430001,80.7285003662
Gizan,Saudi Arabia,GIZ,16.901100158691406,42.58580017089844
Guanaja,Honduras,GJA,16.4454,-85.906601
Grand Junction,United States,GJT,39.1223983765,-108.527000427
Goroka,Papua New Guinea,GKA,-6.081689834590001,145.391998291
Kooddoo,Maldives,GKK,0.7324,73.4336
Glasgow,United Kingdom,GLA,55.8718986511,-4.43306016922
Golfito,Costa Rica,GLF,8.654009819030762,-83.18219757080078
Greenville,United States,GLH,33.4828987121582,-90.98560333251953
Galcaio,Somalia,GLK,6.78082990646,47.45470047
Golouchestershire,United Kingdom,GLO,51.89419937133789,-2.167220115661621
Gladstone,Australia,GLT,-23.869699,151.223007
Golovin,United States,GLV,64.5504989624,-163.007003784
Gemena,Congo (Kinshasa),GMA,3.2353699207299997,19.771299362199997
Gambella,Ethiopia,GMB,8.12876033782959,34.5630989074707
Gombe,Nigeria,GMO,10.298333333299999,10.896388888899999
Seoul,"Korea, Rep.",GMP,37.5583,126.791
Totegegie,French Polynesia,GMR,-23.07990074157715,-134.88999938964844
La Gomera,Spain,GMZ,28.029600143432617,-17.214599609375
Point Salines,Grenada,GND,12.004199981689453,-61.78620147705078
Guanambi,Brazil,GNM,-14.208200454711914,-42.74610137939453
Gainesville,United States,GNV,29.6900997162,-82.2717971802
Sanliurfa,Turkey,GNY,37.445663,38.895592
Genoa,Italy,GOA,44.4133,8.8375
Godthaab,Greenland,GOH,64.19090271,-51.6781005859
Goa,India,GOI,15.3808002472,73.8313980103
Nizhniy Novgorod,Russian Federation,GOJ,56.230098724365,43.784000396729
Goma,Congo (Kinshasa),GOM,-1.6708099842071533,29.238500595092773
Gorakhpur,India,GOP,26.739700317399997,83.4496994019
Golmud,China,GOQ,36.4006,94.786102
